State,Scheme,Cycle,n_High,n_Medium,n_Low,p_High,p_Medium,p_Low,k_High,k_Medium,k_Low,OC_High,OC_Medium,OC_Low,pH_Alkaline,pH_Acidic,pH_Neutral,EC_NonSaline,EC_Saline,S_Sufficient,S_Deficient,Fe_Sufficient,Fe_Deficient,Zn_Sufficient,Zn_Deficient,Cu_Sufficient,Cu_Deficient,B_Sufficient,B_Deficient,Mn_Sufficient,Mn_Deficient,Latitude,Longitude,District,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,29.75,78.0,Laksar,0.06,0.46,0.4,0.01,2.21,4.35,16.88,7.36,2.55,0.09,0.0,0.04
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,29.75,78.25,Hardwar,0.02,0.45,0.37,0.02,2.19,5.11,17.14,5.62,3.84,0.0,0.0,0.03
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,29.75,78.5,Kotdwara,0.0,0.61,0.57,0.12,1.84,4.34,14.09,6.36,3.61,0.0,0.0,0.06
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,29.75,78.75,Lansdowne,0.04,0.85,1.28,0.31,1.28,3.34,12.22,6.01,2.99,0.0,0.0,0.05
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,29.75,79.0,Dhoomakot,0.12,0.51,2.11,0.23,3.16,4.79,13.54,7.28,2.57,0.0,0.0,0.0
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,29.75,79.25,Bhikiasain,0.1,0.54,2.33,0.28,2.35,4.92,11.98,7.4,1.41,0.0,0.0,0.0
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,29.75,79.5,Dwarahat,0.03,0.34,1.87,0.14,4.94,4.37,12.14,6.08,2.14,0.0,0.0,0.01
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,29.75,79.75,Bageshwar,0.05,0.4,1.64,0.2,5.86,5.18,13.18,6.31,1.48,0.04,0.0,0.05
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,29.75,80.0,Gangolihat,0.26,0.83,1.09,0.46,6.69,7.69,19.0,11.04,3.71,0.5,0.0,0.64
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,29.75,80.25,Didihat,0.34,0.95,1.12,0.48,6.28,9.17,27.17,14.59,8.43,2.31,0.0,0.2
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.0,78.0,Hardwar,0.13,0.59,0.36,0.04,2.61,4.36,20.06,9.57,3.83,0.15,0.0,0.1
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.0,78.25,Yamkeshwar,0.06,1.16,0.8,0.52,2.95,5.12,18.78,10.79,3.41,0.03,0.0,0.13
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.0,78.5,Yamkeshwar,0.0,1.25,0.76,0.45,1.35,2.69,12.65,7.55,2.7,0.0,0.0,0.07
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.0,78.75,Pauri,0.05,0.97,0.62,0.3,1.61,2.48,14.67,9.44,1.71,0.0,0.0,0.07
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.0,79.0,Thailisain,0.19,0.65,1.35,0.31,2.91,6.27,14.74,9.16,3.03,0.07,0.0,0.04
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.0,79.25,Gairsain,0.2,0.5,2.3,0.39,4.02,6.07,14.43,8.47,2.98,0.05,0.0,0.02
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.0,79.5,Garud,0.06,0.37,1.98,0.19,4.52,7.87,19.84,7.43,1.85,0.04,0.0,0.0
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.0,79.75,Kapkot,0.28,0.75,1.69,0.3,5.66,10.67,26.97,9.23,1.72,0.2,0.0,0.01
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.0,80.0,Kapkot,0.69,1.47,1.52,0.59,5.91,9.03,20.07,10.7,4.98,1.94,0.0,0.31
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.0,80.25,Munsiari tehsil,0.61,1.35,1.46,0.57,5.99,9.39,25.62,14.04,8.04,2.51,0.0,0.2
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.0,80.5,Dharchula Tehsil,0.53,1.23,1.35,0.56,6.08,9.37,26.42,14.42,8.3,2.46,0.0,0.2
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.25,78.0,Dehradun,0.04,1.17,1.0,0.34,1.82,5.21,19.14,9.7,6.54,0.32,0.0,0.07
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.25,78.25,Unknown,0.06,1.33,1.23,1.07,4.34,5.97,19.92,13.14,2.83,0.01,0.0,0.17
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.25,78.5,Narendra Nagar,0.0,1.17,0.69,0.36,1.1,2.54,13.62,7.26,1.82,0.0,0.0,0.06
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.25,78.75,Devprayag,0.14,0.91,0.71,0.22,3.07,3.04,17.35,13.25,2.26,0.0,0.0,0.18
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.25,79.0,Rudraprayag,0.3,0.58,1.97,0.33,3.93,8.52,16.19,11.48,4.65,0.28,0.0,0.1
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.25,79.25,Karnaprayag,0.29,0.7,2.28,0.54,4.13,8.73,16.06,12.19,5.78,0.22,0.0,0.07
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.25,79.5,Chamoli Tehsil,0.32,0.9,2.28,0.54,3.7,8.6,19.1,10.53,4.04,0.08,0.0,0.06
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.25,79.75,Tharali,0.48,1.17,1.8,0.53,5.37,8.49,19.82,9.0,3.34,1.0,0.0,0.11
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.25,80.0,Kapkot,0.65,1.43,1.53,0.65,5.88,9.12,20.47,10.8,5.11,2.02,0.0,0.26
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.25,80.25,Munsiari tehsil,0.62,1.38,1.51,0.59,5.95,9.23,22.25,12.09,6.14,2.17,0.0,0.27
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.25,80.5,Dharchula Tehsil,0.61,1.36,1.45,0.6,6.05,9.19,24.3,13.26,7.28,2.29,0.0,0.25
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.25,80.75,Dharchula Tehsil,0.64,1.41,1.45,0.65,6.05,9.34,25.27,13.79,7.78,2.41,0.0,0.23
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.25,81.0,Dharchula Tehsil,0.68,1.47,1.48,0.69,5.99,9.64,26.95,14.62,8.53,2.62,0.0,0.18
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.5,78.0,Dhanaulti,0.08,1.82,1.3,0.55,1.24,6.2,24.75,12.34,3.86,0.35,0.0,0.07
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.5,78.25,Dhanaulti,0.15,2.31,1.35,0.75,1.88,2.87,15.07,8.37,0.88,0.23,0.0,0.23
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.5,78.5,Pratapnagar,0.13,2.11,1.27,0.56,1.66,2.34,15.02,10.15,0.52,0.03,0.0,0.19
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.5,78.75,Ghansali,0.13,1.34,1.17,0.35,2.62,10.3,24.23,19.45,5.24,0.82,0.0,0.09
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.5,79.0,Jakholi,0.24,0.72,1.8,0.43,4.04,11.85,22.95,20.96,7.49,1.06,0.0,0.05
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.5,79.25,Chamoli Tehsil,0.31,0.91,2.43,0.67,3.85,7.55,14.89,11.95,5.85,0.16,0.0,0.07
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.5,79.5,Joshimath Tehsil,0.46,1.47,2.23,0.6,2.06,5.0,11.81,8.73,3.92,0.15,0.0,0.12
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.5,79.75,Joshimath Tehsil,0.49,1.35,2.09,0.64,3.58,7.01,15.93,9.55,4.33,0.68,0.0,0.13
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.5,80.0,Joshimath Tehsil,0.6,1.41,1.76,0.7,5.02,7.96,18.6,9.78,4.21,1.36,0.0,0.24
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.5,80.25,Munsiari tehsil,0.64,1.46,1.59,0.66,5.4,9.35,22.89,12.01,5.97,2.07,0.0,0.27
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.75,77.75,Tyuni,0.29,1.99,1.82,0.72,0.82,3.63,10.38,9.49,0.9,0.22,0.0,0.12
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.75,78.0,Chakrata,0.28,2.11,1.7,0.78,0.94,5.3,13.54,11.65,1.64,0.56,0.0,0.17
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.75,78.25,Dunda,0.28,2.48,1.48,0.98,1.65,7.79,17.98,15.03,3.46,1.44,0.0,0.3
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.75,78.5,Bhatwari,0.21,2.46,1.72,0.48,1.61,3.25,11.7,10.11,1.17,0.31,0.0,0.24
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.75,78.75,Bhatwari,0.17,2.3,2.09,0.58,2.44,4.87,17.03,12.82,2.41,0.22,0.0,0.23
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.75,79.0,Ghansali,0.25,1.73,2.32,0.61,2.94,8.23,18.5,16.71,5.67,0.61,0.0,0.13
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.75,79.25,Bhatwari,0.39,1.27,2.29,0.6,2.73,6.87,14.34,11.99,5.26,0.34,0.0,0.1
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.75,79.5,Joshimath Tehsil,0.43,1.38,2.22,0.6,2.28,6.03,13.25,10.53,4.64,0.26,0.0,0.11
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.75,79.75,Joshimath Tehsil,0.47,1.33,2.16,0.64,3.24,6.16,13.35,10.4,4.92,0.43,0.0,0.11
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,30.75,80.0,Joshimath Tehsil,0.57,1.43,1.91,0.68,4.24,7.5,16.55,9.79,4.55,1.16,0.0,0.17
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,31.0,78.0,Mori,0.43,1.97,2.1,0.97,1.25,2.63,8.36,9.12,1.19,0.35,0.0,0.14
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,31.0,78.25,Puraula,0.25,2.43,1.72,0.67,1.64,4.59,13.63,11.62,1.91,0.66,0.0,0.25
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,31.0,78.5,Rajgarhi,0.23,2.43,1.93,0.74,1.94,3.89,14.52,11.32,1.79,0.32,0.0,0.25
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,31.0,78.75,Bhatwari,0.19,2.37,2.03,0.62,2.26,5.11,16.56,12.9,2.57,0.34,0.0,0.23
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,31.0,79.0,Bhatwari,0.25,1.88,2.29,0.62,2.74,6.27,17.04,14.06,4.14,0.4,0.0,0.17
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,31.0,79.25,Bhatwari,0.34,1.45,2.33,0.62,2.83,7.62,15.66,13.37,5.64,0.42,0.0,0.11
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,31.0,79.5,Joshimath Tehsil,0.39,1.32,2.3,0.61,2.66,6.9,14.42,11.9,5.25,0.34,0.0,0.1
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,31.0,79.75,Joshimath Tehsil,0.45,1.35,2.22,0.63,2.84,5.88,12.92,10.5,4.89,0.36,0.0,0.12
UTTARAKHAND,,2025-26,1.65,17.04,81.31,43.97,45.65,10.38,22.69,56.26,21.05,58.01,25.29,16.7,0.04,2.09,97.88,96.53,3.47,74.17,25.83,87.14,12.86,84.64,15.36,97.42,2.58,84.07,15.93,86.7,13.3,31.25,79.0,Bhatwari,0.23,2.14,2.16,0.58,2.29,5.73,16.67,13.08,3.57,0.34,0.0,0.19
WEST BENGAL,,2025-26,4.27,54.99,40.74,65.19,27.01,7.8,32.23,54.65,13.12,25.69,46.86,27.45,0.12,27.39,72.49,94.48,5.52,63.0,37.0,99.32,0.68,76.28,23.72,99.0,1.0,31.02,68.98,93.13,6.87,21.75,87.5,Egra-I,0.08,0.85,0.92,0.4,4.95,6.77,9.7,13.69,10.69,6.15,2.59,0.0
WEST BENGAL,,2025-26,4.27,54.99,40.74,65.19,27.01,7.8,32.23,54.65,13.12,25.69,46.86,27.45,0.12,27.39,72.49,94.48,5.52,63.0,37.0,99.32,0.68,76.28,23.72,99.0,1.0,31.02,68.98,93.13,6.87,21.75,87.75,Contai-I,0.14,1.64,0.66,0.3,4.54,5.74,12.54,13.25,8.27,6.43,2.75,0.0
WEST BENGAL,,2025-26,4.27,54.99,40.74,65.19,27.01,7.8,32.23,54.65,13.12,25.69,46.86,27.45,0.12,27.39,72.49,94.48,5.52,63.0,37.0,99.32,0.68,76.28,23.72,99.0,1.0,31.02,68.98,93.13,6.87,21.75,88.25,Namkhana,0.26,3.3,0.16,0.14,4.5,6.2,13.3,17.05,8.58,3.67,1.57,0.0
WEST BENGAL,,2025-26,4.27,54.99,40.74,65.19,27.01,7.8,32.23,54.65,13.12,25.69,46.86,27.45,0.12,27.39,72.49,94.48,5.52,63.0,37.0,99.32,0.68,76.28,23.72,99.0,1.0,31.02,68.98,93.13,6.87,21.75,88.75,Unknown,0.16,2.76,0.17,0.15,5.16,6.96,13.23,16.64,7.69,2.0,1.34,0.0
WEST BENGAL,,2025-26,4.27,54.99,40.74,65.19,27.01,7.8,32.23,54.65,13.12,25.69,46.86,27.45,0.12,27.39,72.49,94.48,5.52,63.0,37.0,99.32,0.68,76.28,23.72,99.0,1.0,31.02,68.98,93.13,6.87,22.0,87.25,Dantan-I,0.15,0.93,0.7,0.65,4.74,5.79,11.37,11.2,7.5,3.87,0.76,0.0
WEST BENGAL,,2025-26,4.27,54.99,40.74,65.19,27.01,7.8,32.23,54.65,13.12,25.69,46.86,27.45,0.12,27.39,72.49,94.48,5.52,63.0,37.0,99.32,0.68,76.28,23.72,99.0,1.0,31.02,68.98,93.13,6.87,22.0,87.5,Potashpur-I,0.13,1.38,0.69,0.36,4.93,5.57,10.21,12.43,8.78,5.94,2.63,0.0
WEST BENGAL,,2025-26,4.27,54.99,40.74,65.19,27.01,7.8,32.23,54.65,13.12,25.69,46.86,27.45,0.12,27.39,72.49,94.48,5.52,63.0,37.0,99.32,0.68,76.28,23.72,99.0,1.0,31.02,68.98,93.13,6.87,22.0,87.75,Bhagwanpur-II,0.41,3.95,0.09,0.07,3.27,5.42,11.31,14.58,7.5,5.1,2.46,0.0
